1,1
1,2
1,3
1,4
1,5
1,6
1,7
1,8
2,9
3,10
4,11
4,12
5,13
6,14
7,15
5,16
6,14
7,17
8,18
8,19
9,20
9,21
9,22
10,23
9,24
9,25
10,26
10,27
10,28
10,29
10,30
10,31
11,32
10,33
11,34
10,35
11,36
10,37
12,38
10,39
12,40
13,41
12,42
10,43
10,44
14,45
12,46
14,47
10,48
15,49
16,50
17,51
18,52
10,53
19,54
15,55
16,56
17,57
10,58
13,59
20,60
15,49
21,61
17,51
13,62
20,63
16,64
22,65
17,66
21,67
16,50
20,68
22,69
17,70
20,71
22,72
20,60
23,73
22,74
10,75
20,76
24,77
23,78
25,79
10,80
26,81
24,82
23,83
25,84
10,85
26,86
25,87
10,88
23,89
25,90
26,91
10,92
27,93
26,94
10,95
26,86
14,96
26,97
25,98
28,99
26,100
10,101
25,102
28,103
29,104
30,105
10,106
31,107
25,108
32,109
30,110
31,111
10,112
25,113
30,114
32,115
30,116
25,117
10,118
31,119
33,120
25,121
31,122
25,123
33,124
10,125
25,126
31,127
33,128
10,129
25,130
31,122
10,131
33,128
31,132
25,133
33,134
10,135
31,136
25,137
10,138
25,139
10,140
25,141
10,142
10,143
10,144
10,145
34,146
35,147
10,148
36,149
10,150
36,151
10,152
36,153
37,154
38,155
10,156
39,157
40,158
41,159
36,160
42,161
43,162
41,163
10,164
36,165
42,166
39,167
36,168
42,169
41,170
10,171
42,172
10,173
44,174
41,175
45,176
41,177
44,178
10,179
45,180
41,181
45,182
10,183
41,184
45,185
41,186
45,187
10,188
10,189
10,190
10,191
10,192
10,193
46,194
47,195
46,196
46,197
48,198
49,199
48,200
48,201
50,202
51,203
52,204
53,205
54,206
55,207
52,208
53,209
54,210
55,211
52,212
53,213
52,214
55,215
54,216
53,217
55,218
54,219
53,220
55,221
56,222
57,223
54,224
53,225
55,226
57,227
56,228
53,229
54,230
57,231
55,232
56,233
55,234
58,235
58,236
55,237
58,238
53,205
57,239
56,240
55,241
58,242
53,243
57,244
53,245
58,246
57,247
53,248
58,249
59,250
57,251
53,252
60,253
57,254
59,255
61,256
53,257
57,258
60,259
57,260
53,261
61,262
60,263
62,264
60,265
57,266
62,267
62,268
57,269
60,270
63,271
64,272
57,273
62,274
65,275
64,276
65,277
62,278
65,277
62,279
66,280
67,281
68,282
69,283
70,284
66,285
67,286
68,287
69,288
70,289
66,290
67,281
66,291
71,292
70,293
72,294
70,295
73,296
71,297
72,298
66,280
73,296
70,295
71,299
73,300
70,301
71,302
73,303
70,304
71,305
73,306
74,307
70,308
74,309
74,310
70,311
74,312
75,313
75,314
74,315
74,316
76,317
74,312
76,318
76,319
77,320
78,321
79,322
80,323
76,324
81,325
79,326
80,327
76,328
80,329
76,330
76,330
82,331
76,332
82,333
76,334
82,335
82,336
82,337
83,338
84,339
85,340
86,341
87,342
88,343
86,344
85,345
88,346
88,347
88,348
89,349
90,350
91,351
92,352
89,353
90,354
91,355
89,356
92,357
93,358
90,359
94,360
95,361
91,362
96,363
89,364
97,365
92,366
98,367
93,368
90,369
99,370
94,371
100,372
95,373
91,374
89,375
92,376
96,377
93,368
100,378
98,379
99,380
90,381
95,373
91,382
92,383
90,384
98,385
99,386
95,387
100,388
101,389
91,390
92,391
98,392
101,393
100,394
91,395
102,396
98,397
101,398
100,394
91,399
101,400
100,401
102,402
98,403
100,404
102,405
98,406
103,407
104,408
98,409
102,410
104,411
103,412
102,413
104,411
105,414
102,415
104,416
102,417
104,418
102,419
104,420
104,421
102,422
104,420
102,423
104,424
106,425
107,426
106,427
102,428
108,429
106,430
102,431
108,432
106,433
102,434
108,435
109,436
106,430
102,437
110,438
108,439
109,440
110,441
109,442
108,443
109,444
108,445
108,446
108,447
111,448
112,449
111,450
108,451
112,452
108,453
111,454
108,455
108,456
108,457
110,458
113,459
110,460
114,461
115,462
116,463
117,464
114,465
118,466
110,467
116,468
114,465
117,469
110,470
116,471
118,472
117,473
119,474
110,467
115,475
116,476
117,477
120,478
115,479
116,480
117,481
121,482
120,483
122,484
123,485
115,486
124,487
125,488
117,489
122,490
121,491
126,492
123,493
115,479
120,494
125,495
124,496
122,497
123,498
117,499
125,500
126,222
122,501
123,502
124,503
126,504
117,505
125,506
122,507
123,508
125,509
124,510
117,511
122,512
125,513
127,514
126,515
128,516
123,517
122,518
117,481
126,519
129,520
128,521
122,522
125,523
123,524
126,525
122,526
125,527
128,528
126,529
126,530
130,531
128,532
126,533
131,534
126,535
132,536
128,516
126,537
131,538
132,539
126,540
133,541
132,542
131,543
132,544
133,545
131,546
134,547
132,548
134,549
131,550
132,551
132,552
134,547
133,541
135,553
136,554
132,555
135,556
132,557
132,558
135,559
132,560
137,561
135,562
132,563
138,564
135,565
132,566
139,567
138,568
140,569
132,570
135,571
141,572
138,573
139,574
142,575
135,576
139,577
141,578
142,579
138,580
135,581
143,582
139,583
142,584
135,585
144,586
145,587
143,588
139,583
143,589
142,590
135,591
143,592
142,593
135,594
143,595
146,596
143,597
142,598
147,599
143,600
147,601
142,602
147,603
142,598
147,604
142,605
142,606
148,607
149,608
150,609
151,610
148,611
149,612
142,593
151,613
150,614
149,615
148,616
151,617
149,618
148,619
151,620
149,615
148,621
152,622
149,623
151,624
152,625
142,626
152,627
142,628
152,629
153,630
154,631
152,632
153,633
154,631
155,634
153,635
156,636
153,637
156,638
153,639
157,640
157,641
156,642
153,643
156,644
158,645
153,646
157,647
156,648
159,649
153,650
157,651
156,652
160,653
153,654
161,655
157,656
161,657
157,658
162,659
163,660
164,661
165,662
161,663
157,664
166,665
163,666
161,667
157,179
165,668
161,669
163,670
157,671
167,672
163,673
161,674
163,675
161,676
168,677
166,678
161,679
168,680
163,681
161,682
168,683
169,684
166,685
170,686
161,687
169,684
168,688
161,689
171,690
161,691
171,692
172,693
173,694
174,695
161,696
171,327
174,697
161,698
172,699
173,700
172,701
161,702
174,703
161,704
172,705
161,706
174,697
161,707
174,708
161,709
174,710
161,711
175,712
161,713
175,712
161,714
176,715
176,716
161,717
176,718
161,719
161,720
176,721
161,722
176,723
176,724
177,725
161,726
176,727
177,728
176,729
178,730
179,731
180,732
181,733
178,734
179,735
176,736
177,737
182,738
183,739
179,740
176,741
181,742
182,743
177,744
179,745
183,746
181,747
176,748
179,749
177,737
184,750
176,751
181,752
185,753
180,754
177,755
184,756
181,757
176,715
179,758
180,759
184,760
177,761
181,762
180,763
186,764
184,765
187,766
177,767
180,768
181,733
188,769
184,770
177,771
187,772
188,773
189,774
182,775
187,776
190,777
191,778
192,779
193,780
191,781
188,782
187,783
193,780
190,784
194,785
192,786
190,784
194,787
193,788
195,789
192,790
190,791
196,792
193,793
194,794
192,795
196,796
190,797
195,798
193,799
194,787
192,800
197,801
190,802
196,803
198,804
195,805
193,806
190,807
199,808
192,809
197,810
194,811
196,812
193,813
199,814
195,815
194,816
196,817
199,818
199,814
196,796
194,816
200,819
194,820
196,821
200,822
194,823
196,824
200,825
194,826
201,827
200,828
194,829
200,830
200,831
202,832
203,833
204,834
202,835
205,836
204,837
206,838
202,839
207,840
208,841
206,842
202,843
207,844
208,845
209,846
210,847
211,848
209,849
212,850
213,851
212,852
209,853
214,854
215,855
210,856
214,857
212,858
213,859
210,860
215,861
213,862
212,863
216,864
217,865
209,853
212,866
215,867
218,868
213,869
219,870
216,871
217,872
220,873
212,863
218,874
215,875
219,876
209,877
221,878
213,879
216,880
218,881
215,867
209,882
221,883
213,884
222,885
215,886
219,887
223,888
209,889
221,890
213,891
215,892
223,893
209,894
224,895
225,896
215,897
221,898
213,899
224,900
215,901
209,902
225,903
221,904
213,905
225,906
221,907
225,908
221,909
225,910
225,911
226,912
227,913
228,914
229,915
230,916
228,917
227,918
229,919
230,920
231,921
228,917
227,922
229,923
232,924
227,925
230,926
230,927
232,928
231,929
227,930
230,931
231,932
232,933
230,934
231,935
232,936
233,937
234,938
232,939
231,940
231,941
235,942
235,943
235,944
236,945
235,946
237,947
235,948
238,949
239,950
235,951
238,952
240,953
235,954
235,955
239,956
240,957
235,958
240,959
241,960
235,961
242,962
243,963
240,964
242,965
244,966
245,967
243,968
241,969
242,970
244,971
246,972
243,973
241,974
242,975
246,976
241,977
242,978
246,979
247,980
248,981
241,982
249,983
250,984
242,985
251,986
246,987
252,988
247,989
250,990
249,991
242,992
247,993
252,994
249,995
246,996
241,977
253,997
252,998
247,999
246,1000
249,1001
254,1002
255,1003
253,1004
247,1005
256,1006
246,1007
255,182
254,1008
253,1009
257,1010
256,1011
254,1012
253,1013
257,1014
258,1015
253,1016
258,1017
254,1018
253,1019
259,1020
260,658
261,1021
253,1022
258,1023
259,1024
260,1025
262,1026
259,1027
258,1028
260,1029
262,1030
263,1031
264,1032
259,1033
258,1034
264,1035
259,1036
262,1037
258,1038
262,1039
265,1040
258,1041
262,1042
266,1043
262,1044
258,1045
266,1046
262,1047
258,1048
262,1049
267,1050
268,1051
258,1052
262,1053
267,1054
269,1055
270,1056
268,1057
262,1058
258,1059
270,1060
267,1061
268,1062
269,1063
262,1064
271,1065
258,1066
270,1067
271,1068
258,1069
269,1070
272,1071
271,1072
269,1073
272,1074
269,1075
271,1076
258,1077
272,1078
272,1079
258,1080
269,1073
273,1081
274,1082
275,1083
272,1084
269,1085
258,1086
273,1087
274,1088
275,1089
276,1090
272,1091
277,1092
269,1093
258,1094
274,1095
272,1096
269,1097
278,1098
279,1099
280,1100
281,1101
282,1102
272,1103
278,1104
283,1105
279,1106
272,1107
281,1108
280,1109
282,1110
284,1111
272,1112
280,1113
281,1114
283,1115
279,1116
282,1117
269,1118
272,1119
281,1120
280,1109
283,1121
285,1122
279,817
272,1123
280,1100
286,1124
287,1125
285,1126
283,1127
272,1128
288,1129
287,1130
280,1131
286,1132
285,1133
289,1134
283,1135
272,1136
288,1137
280,1138
290,1139
286,1140
285,1141
272,1142
288,1143
289,1144
283,1145
291,1146
285,1147
290,1148
286,1149
272,1150
283,1151
289,1152
292,1153
291,1154
290,1155
285,1156
272,1157
288,1158
286,1159
283,1160
292,1161
291,1162
285,1163
290,1164
293,1165
294,1166
272,1167
286,1124
288,1168
292,1169
291,1162
285,1170
290,1171
294,1172
272,1173
286,1174
288,1175
290,1176
291,1177
285,1178
291,1179
288,1180
272,1181
294,1182
290,1183
295,1184
293,1185
288,1186
272,1187
294,1188
290,1189
296,1190
293,1191
272,1192
290,1193
296,1194
288,1195
297,1196
294,1182
298,1197
299,1198
272,1199
300,1200
293,1201
290,1202
296,1203
301,1204
294,1205
299,1206
298,1207
272,1208
302,1209
303,1210
300,1211
301,1212
290,1213
293,1214
296,1203
304,1215
302,1216
298,1217
272,1218
299,1219
303,1220
300,1221
290,1222
296,1223
298,1224
301,1225
304,1226
272,1227
305,1228
306,1229
302,1230
290,1231
300,1232
298,1233
307,1234
296,1235
303,1220
304,1236
301,1237
272,1238
305,1228
306,1229
300,1239
307,1240
290,1241
303,1242
308,1243
298,1244
272,1245
301,1246
309,1247
306,1248
300,1232
310,1249
303,1250
311,1251
298,1252
301,1253
272,1254
306,1255
308,1256
298,1257
272,1258
301,1259
308,1260
312,1261
298,1262
313,1263
272,1264
314,1265
301,1266
312,1267
308,1268
313,1269
314,1270
298,1271
312,1272
301,1273
272,1274
314,1275
313,1276
308,1277
315,1278
316,1279
272,1264
317,1280
301,1281
308,1282
318,1283
317,1284
272,1285
319,1286
315,1287
301,1288
317,1289
308,1290
272,1096
308,1291
308,1292
317,1293
320,1294
308,1295
321,1296
320,1297
308,1298
320,1299
308,1300
320,1301
322,1302
323,1303
308,1304
323,1305
324,1306
308,1307
325,1308
326,1309
323,1310
308,1311
325,1312
327,1313
323,1314
325,1315
308,1316
328,1317
327,1318
325,1319
329,1320
330,1321
327,1322
308,1323
331,1324
328,1325
329,1326
330,1327
325,1328
327,1329
308,1330
330,1331
325,1332
328,1333
308,1334
325,1335
332,1336
328,74
325,1337
308,1338
333,1339
334,1340
328,1341
335,1342
308,1343
336,1344
325,1328
337,1345
333,1346
338,1347
334,1348
328,1349
325,1350
335,1351
337,1352
308,1353
339,1354
340,1355
341,1356
333,1357
334,1358
328,1333
337,1359
325,1360
342,1361
335,1362
308,1363
339,1364
340,1365
341,1366
334,1367
325,1368
342,1369
335,1370
343,1371
328,1372
341,1373
334,1374
344,1375
308,1376
340,1377
345,1378
346,1379
341,1380
339,1354
343,1381
347,1382
348,1383
325,1384
346,1385
308,1386
340,1387
345,1388
341,1389
343,1390
308,1391
347,1392
345,1393
325,1394
348,1395
343,1396
308,1397
345,1398
347,1399
349,1400
343,1401
325,1402
348,1403
345,1404
350,1405
351,1406
308,1407
347,1399
352,1408
343,1409
325,1410
353,1411
348,1412
349,1413
345,1414
325,1415
352,1416
350,1417
308,1418
343,1419
348,1403
347,1420
325,1421
353,1422
308,1423
343,1424
350,1425
348,1426
347,1427
353,1428
325,1429
343,1430
348,1431
308,1432
325,1433
354,1434
355,1435
343,1436
356,1437
325,1438
343,1439
348,1440
357,1441
356,1442
354,1443
308,1444
325,1445
